JID,Composition,Spg.numb.,Spg.symb.,Cryst.,Dimensionality,OPT SCF gap, MBJ gap,n-Seebeck,p-Seebeck,n-powerfact,p-powerfact,n-cond,p-cond,n-ZT,p-ZT,Avg.elec.mass,Avg.hole mass,n-mp-Seeb,p-mp-Seeb
JVASP-36203,AuN,216,F-43m,cubic,3D,0.0125,0.0089,6.0825803,6.0312274,339.7958758,334.4994897,9184222.6,9195684.3,0.001526844,0.001501128,3.06E-07,3.06E-07,na,na
JVASP-36204,BP,186,P6_3mc,hexagonal,3D,1.3771,1.8438,-205.82789,163.1679333,3116.467317,1498.80907,74467.801,56061.74867,0.86145742,0.527345651,0.482022712,0.482022712,na,na
JVASP-36205,TmTlTe2,166,R-3m,trigonal,3D,0.7114,1.1791,-280.7344633,74.74922967,4454.363943,469.8544511,52117.42373,89828.35933,1.643670793,0.125028719,1.619528637,1.619528637,na,na
JVASP-36206,ZrTi2,191,P6/mmm,hexagonal,3D,0.0067,na,-4.821601333,-4.903846333,2040.337105,2107.453645,2533108,2527591.733,0.033195246,0.034367334,1.18E-06,1.18E-06,na,na
JVASP-36207,ZrAg2,139,I4/mmm,tetragonal,3D,0.0024,na,-24.66655113,-22.58995747,1600.789248,1578.877721,1149840.423,1142841.353,0.07740638,0.075103826,3.35E-06,3.35E-06,na,na
JVASP-36208,AuN,225,Fm-3m,cubic,3D,0.015,na,1.742775,1.7054378,59.16411223,56.69012096,19479406,19491067,0.00012465,0.000119378,1.44E-07,1.44E-07,na,na
JVASP-36210,YBiPd,216,F-43m,cubic,3D,0.0637,0.052,-201.92971,136.79004,2917.432758,1541.167911,71548.48,82364.678,0.589155673,0.338360236,0.000301418,0.000301418,na,na
JVASP-36211,W2C,164,P-3m1,trigonal,3D,0.0005,na,-8.9695867,-8.8262106,772.1313296,744.9373958,9974017.267,9944599,0.003385521,0.003275413,2.97E-07,2.97E-07,na,na
JVASP-36212,WC,221,Pm-3m,cubic,3D,0.0037,na,-10.18181,-9.9765346,1141.626983,1091.510865,11012204,10966515,0.00412492,0.003962235,2.67E-07,2.67E-07,na,na
JVASP-36213,VCoTe,216,F-43m,cubic,3D,0.0024,0.0205,-15.762677,-15.292573,226.2278635,212.5092688,910512.98,908692.1,0.008223079,0.007753567,3.35E-06,3.35E-06,na,na
JVASP-36214,V2C,164,P-3m1,trigonal,3D,0.0034,0.0106,-23.60153933,-19.32820933,502.6592776,340.3661747,882286.8467,875929.7433,0.012450434,0.008448595,4.34E-06,4.34E-06,na,na
JVASP-36215,WC,216,F-43m,cubic,3D,0.0205,0.0194,-18.743252,-18.618239,1689.282003,1656.177418,4808529.3,4777818.6,0.013675687,0.013466757,5.85E-07,5.85E-07,na,na
JVASP-36216,UC2,225,Fm-3m,cubic,3D,0.0061,na,12.364836,12.47997,482.4283959,493.7900648,3155412.5,3170408.8,0.00600294,0.006118274,8.98E-07,8.98E-07,na,na
JVASP-36217,CeSe,221,Pm-3m,cubic,3D,0.0022,0.0002,35.488511,35.40796,1634.030131,1631.90109,1297431.7,1301643.4,0.049368538,0.049244658,2.26E-06,2.26E-06,na,na
JVASP-36218,AgC,225,Fm-3m,cubic,3D,0.0023,0.001,-3.672619,-3.7028362,225.7939587,229.266252,16740197,16721342,0.000553098,0.000562242,1.68E-07,1.68E-07,na,na
JVASP-36219,AuC,187,P-6m2,hexagonal,3D,0.0026,na,11.171166,11.0558377,926.7656317,909.9184579,6724662.833,6742957.033,0.005547048,0.005434305,4.16E-07,4.16E-07,na,na
JVASP-36221,TiS2,191,P6/mmm,hexagonal,3D,0.0045,na,-3.451733283,-3.581263003,258.8489842,283.3845498,8118750.567,8108098.833,0.001073886,0.001178721,3.63E-07,3.63E-07,na,na
JVASP-36222,TiO2,225,Fm-3m,cubic,3D,1.1877,1.6668,-342.94043,305.28441,2236.206321,5646.258346,19014.044,60583.1,1.028701296,1.989932155,0.892532255,0.892532255,na,na
JVASP-36223,TiGePt,216,F-43m,cubic,3D,0.9405,0.8383,-277.12811,371.13827,2418.695242,2621.862666,31493.432,19034.368,1.062929635,1.26988054,0.588790451,0.588790451,na,na
JVASP-36224,Ti2Sn,216,F-43m,cubic,3D,0.0099,0.0127,-15.728728,-15.990812,539.2335374,553.612281,2179664.7,2165033.8,0.010190645,0.010525673,1.28E-06,1.28E-06,na,na
JVASP-36225,Ti2Si,216,F-43m,cubic,3D,0.0128,na,-19.189433,-19.623393,1158.865906,1203.056826,3147088.1,3124193.6,0.015865148,0.016569656,8.83E-07,8.83E-07,na,na
JVASP-36226,Ti2In,216,F-43m,cubic,3D,0.0059,0.0016,5.6078976,16.828023,17.22676592,156.3960122,547776.76,552280.21,0.000643364,0.005849586,7.13E-06,7.13E-06,na,na
JVASP-36227,Ti2Ga,216,F-43m,cubic,3D,0.0053,na,-4.4805285,4.2617143,12.46706595,11.27633369,621020.26,620867.97,0.000435371,0.00039406,5.74E-06,5.74E-06,na,na
JVASP-36228,Ti2Ge,216,F-43m,cubic,3D,0.0036,na,-16.733455,-16.901987,774.3279066,784.4812066,2765372.7,2746041,0.011479541,0.011697408,1.02E-06,1.02E-06,na,na
JVASP-36229,ThH2,225,Fm-3m,cubic,3D,0.0415,0.0131,-10.448967,-8.0104486,136.5026593,80.02524352,1250242.9,1247134.6,0.003049966,0.001796151,2.52E-06,2.52E-06,na,na
JVASP-36230,CeTe,221,Pm-3m,cubic,3D,0.0056,0.0002,26.690871,26.654555,831.3622871,831.412926,1166983.8,1170237.2,0.027263309,0.027251061,2.49E-06,2.49E-06,na,na
JVASP-36231,Ti2Al,216,F-43m,cubic,3D,0.0306,na,-13.318246,-4.4848603,93.76238076,10.60280111,528609.01,527136.12,0.003349332,0.000379949,8.27E-06,8.27E-06,na,na
JVASP-36233,SrB2,65,Cmmm,orthorhombic,2D,0.0036,na,-12.69097717,-12.69093593,499.248628,493.5393678,3273402.333,3252767.933,0.008744061,0.008780989,9.79E-07,9.79E-07,na,na
JVASP-36234,TaN2,187,P-6m2,hexagonal,3D,0.0121,na,13.98046433,13.9211669,439.9719588,434.59523,2709334.133,2716970.867,0.008012444,0.007981416,1.36E-06,1.36E-06,na,na
JVASP-36235,SrC2,166,R-3m,trigonal,3D,1.8606,2.913,-196.6577433,416.1806467,1892.186705,2697.603221,49351.10967,16460.2604,0.713465506,1.312193953,0.637236915,0.637236915,na,na
JVASP-36237,RuO2,225,Fm-3m,cubic,3D,0.7923,0.4594,-393.81078,503.26289,3755.7678,3907.57681,24217.178,15428.287,1.732158928,2.050270165,1.21792446,1.21792446,na,na
JVASP-36238,MgTe,225,Fm-3m,cubic,3D,0.3716,1.4103,-129.79779,330.19364,1857.149952,5267.925833,110233.19,48317.254,0.472950055,2.170329974,0.239590481,0.239590481,na,na
JVASP-36239,ReN2,187,P-6m2,hexagonal,3D,0.0084,0.0054,-11.77801277,-11.88411087,733.7525114,742.5872302,4761337.833,4751759.067,0.006415482,0.00651338,5.86E-07,5.86E-07,na,na
JVASP-36241,ReC2,187,P-6m2,hexagonal,3D,0.0036,na,-8.243069333,-8.054907667,2306.237704,2158.679184,6642468.4,6612094.4,0.009885864,0.0092677,4.46E-07,4.46E-07,na,na
JVASP-36243,RbCuO,216,F-43m,cubic,3D,0.5722,0.6065,-80.129046,-34.488966,527.0554995,66.98757582,82087.382,56316.274,0.117501241,0.012715675,0.000124289,0.000124289,na,na
JVASP-36244,PtN2,187,P-6m2,hexagonal,3D,0.009,0.0125,-26.23337333,45.01450043,236.8194336,572.0349955,208349.85,212371.5467,0.011721545,0.027120599,5.40E-05,5.40E-05,na,na
JVASP-36245,RbAgO,216,F-43m,cubic,3D,0.642,1.5354,-58.852716,-8.913565,344.8453729,2.88903225,99561.489,36362.147,0.085155098,0.000678072,0.000160463,0.000160463,na,na
JVASP-36246,PdN2,225,Fm-3m,cubic,3D,0.0136,0.057,24.664038,26.25758,1468.735317,1686.969005,2414433.1,2446795.7,0.020103527,0.022995398,1.21E-06,1.21E-06,na,na
JVASP-36247,OsN2,38,Amm2,orthorhombic,3D,0.0009,0.0006,10.172738,10.856989,847.0586354,889.4667627,2017608.933,2023479.767,0.015281948,0.0162408,1.63E-06,1.63E-06,na,na
JVASP-36248,OsN2,225,Fm-3m,cubic,3D,0.0059,0.0052,-2.3388069,-2.3431662,52.71963799,52.88269794,9637928.2,9631799.1,0.000222838,0.000223456,2.95E-07,2.95E-07,na,na
JVASP-36249,HfC,187,P-6m2,hexagonal,3D,0.0162,na,7.065713,41.70342417,1156.985702,2225.127318,435172.52,458689.7433,0.039597393,0.077094813,1.10E-05,1.10E-05,na,na
JVASP-36250,NpN2,225,Fm-3m,cubic,3D,0.0137,0.0146,-40.483998,-40.506683,1264.884309,1258.506258,771763.11,767011.75,0.061433755,0.061167505,3.62E-06,3.62E-06,na,na
JVASP-36251,OsC2,187,P-6m2,hexagonal,3D,0.034,0.0354,14.113234,21.75706117,850.565009,1015.831437,703843.4567,730041.7567,0.037366963,0.041592397,4.25E-06,4.25E-06,na,na
JVASP-36252,NdBiPd,216,F-43m,cubic,3D,0.044,0.0556,-244.75122,150.18198,3740.480705,1828.394839,62442.127,81065.177,1.020482297,0.476977773,0.001810309,0.001810309,na,na
JVASP-36254,NaAgO,216,F-43m,cubic,3D,0.2391,0.7806,-66.817883,25.0842,324.8899807,38.16660411,72769.752,60657.291,0.057800781,0.005787754,0.000126725,0.000126725,na,na
JVASP-36255,NaCuO,216,F-43m,cubic,3D,0.3148,0.1342,-35.442184,-9.3772525,183.7665102,12.23373187,146293.63,139125.82,0.018673914,0.001177605,4.41E-05,4.41E-05,na,na
JVASP-36256,MnFeTe,216,F-43m,cubic,3D,0.0121,0.0075,-20.566274,-20.392271,646.1707926,630.5015552,1527693,1516194.7,0.016082229,0.015816494,1.86E-06,1.86E-06,na,na
JVASP-36257,MnCoSe,216,F-43m,cubic,3D,0.0256,na,-14.034501,-13.930533,339.4047122,332.6814609,1723153.3,1714324.9,0.007637335,0.007502904,1.67E-06,1.67E-06,na,na
JVASP-36258,MnCoTe,216,F-43m,cubic,3D,0.1252,0.0224,-7.5235306,-7.6745222,160.100364,165.960418,2828452.8,2817745.9,0.002303343,0.00239706,9.94E-07,9.94E-07,na,na
JVASP-36259,Mn2Sb,216,F-43m,cubic,3D,0.0019,0.0265,-1.4791588,-1.9946216,3.804923394,6.914463896,1739067,1737950.8,9.22E-05,0.000167718,1.58E-06,1.58E-06,na,na
JVASP-36260,MnCoS,216,F-43m,cubic,3D,0.0132,na,-3.175255,-3.1406116,14.57478652,14.24441391,1445589.5,1444162.7,0.000395541,0.000386548,1.96E-06,1.96E-06,na,na
JVASP-36261,MgNiH,123,P4/mmm,tetragonal,3D,0.004,na,-5.6947135,-5.842731767,287.1204088,300.8956235,7837220.067,7814707.3,0.001677202,0.001765813,3.67E-07,3.67E-07,na,na
JVASP-36262,MgH2,225,Fm-3m,cubic,3D,0.0368,1.4392,-28.844882,-27.767395,904.0081387,792.432277,1086512.7,1027760.4,0.03055298,0.027882664,2.70E-06,2.70E-06,na,na
JVASP-36263,MgAgSb,216,F-43m,cubic,3D,0.0247,na,6.6004346,7.6941225,82.62040295,113.8658743,1896453.7,1923425.6,0.001660499,0.002263543,1.50E-06,1.50E-06,na,na
JVASP-36265,LiMnAs,216,F-43m,cubic,3D,0.0122,0.0281,-26.534028,-27.002568,1264.468478,1302.823606,1795980.6,1786798.1,0.030615317,0.031867748,1.56E-06,1.56E-06,na,na
JVASP-36266,AgC,216,F-43m,cubic,3D,0.0058,0.031,-2.616595,-2.65645,92.41240568,95.17845392,13497622,13487621,0.000281324,0.000289974,2.08E-07,2.08E-07,na,na
JVASP-36268,Mn2Ge,216,F-43m,cubic,3D,0.0309,na,-0.78807102,2.2812474,1.01192208,8.478492011,1629357.4,1629197.9,1.51E-05,0.000126438,2.28E-06,2.28E-06,na,na
JVASP-36269,CdN,216,F-43m,cubic,3D,0.012,na,17.400814,17.315397,1459.959083,1452.2111,4821715.2,4843561.8,0.012419723,0.012296004,5.83E-07,5.83E-07,na,na
JVASP-36270,CuN,225,Fm-3m,cubic,3D,0.005,0.0082,1.0785849,1.0473716,20.31897191,19.16442133,17465984,17470049,4.79E-05,4.52E-05,1.61E-07,1.61E-07,na,na
JVASP-36272,DySb,221,Pm-3m,cubic,3D,0.005,0.0049,12.74425,14.688694,536.2317936,718.7632456,3301596.5,3331344.1,0.00533011,0.007171335,9.42E-07,9.42E-07,na,na
JVASP-36273,LiFeP,107,I4mm,tetragonal,3D,0.006,0.0014,12.00589113,26.898117,351.2483142,441.8029793,307114.7633,320703.2433,0.025536468,0.032073018,1.44E-05,1.44E-05,na,na
JVASP-36274,CrTe,216,F-43m,cubic,3D,0.0903,0.0232,-1.0742797,-1.4199702,3.272735931,5.713093295,2835804.1,2833432.4,4.76E-05,8.32E-05,9.79E-07,9.79E-07,na,na
JVASP-36275,LiFeAs,107,I4mm,tetragonal,3D,0.0025,na,-23.24259167,-16.39145933,1132.388514,956.0407623,552007.37,554752.7,0.052006516,0.042066112,7.61E-06,7.61E-06,na,na
JVASP-36277,FeN,225,Fm-3m,cubic,3D,0.0026,0.0018,0.71508389,0.69768738,3.864616576,3.679269142,7557748.3,7558573.2,2.09E-05,1.99E-05,3.73E-07,3.73E-07,na,na
JVASP-36278,ErSb,221,Pm-3m,cubic,3D,0.0026,0.0013,11.744118,13.783617,490.7214595,682.0842487,3557904.1,3590142,0.004543011,0.006339188,8.53E-07,8.53E-07,na,na
JVASP-36279,CdN,187,P-6m2,hexagonal,3D,0.0043,na,-2.011115367,-2.209029533,246.6354012,257.69614,3835614.9,3826688.967,0.001573469,0.001632,9.41E-07,9.41E-07,na,na
JVASP-36280,CoN,221,Pm-3m,cubic,3D,0.0056,na,2.679777,2.5923237,91.21024836,85.3854073,12701246,12705893,0.000305316,0.000285732,2.20E-07,2.20E-07,na,na
JVASP-36282,IrN,216,F-43m,cubic,3D,0.0073,na,-11.578997,-11.65282,1358.31997,1371.318791,10131184,10098953,0.005529313,0.005595988,2.75E-07,2.75E-07,na,na
JVASP-36283,LaS,221,Pm-3m,cubic,3D,0.048,na,-7.9586245,-8.0527749,288.1787159,294.1871921,4549732.6,4536622.5,0.002601421,0.002663946,6.24E-07,6.24E-07,na,na
JVASP-36284,LaSe,221,Pm-3m,cubic,3D,0.0635,na,-8.2339642,-8.238069,258.1505427,257.6768415,3807633.1,3796859.6,0.00275676,0.002762412,7.51E-07,7.51E-07,na,na
JVASP-36285,IrN,221,Pm-3m,cubic,3D,0.0027,0.0025,1.5685815,1.4296537,44.74705424,37.18752468,18186548,18194309,0.000103506,8.60E-05,1.53E-07,1.53E-07,na,na
JVASP-36286,LiCdAs,216,F-43m,cubic,3D,0.0387,0.0797,24.807971,24.586742,3123.968004,3113.102852,5076028.9,5149813.5,0.024747199,0.02442286,5.41E-07,5.41E-07,na,na
JVASP-36287,LuSb,221,Pm-3m,cubic,3D,0.0095,0.0092,17.783486,19.085446,1386.71565,1617.812263,4384838.7,4441436.9,0.011024114,0.012871767,6.57E-07,6.57E-07,na,na
JVASP-36289,LiF,221,Pm-3m,cubic,3D,8.1058,11.164,-191.33685,475.13775,1046.505423,2864.729032,28585.398,12689.499,0.471376793,1.493912879,0.99972052,0.99972052,na,na
JVASP-36290,LiCuO,216,F-43m,cubic,3D,0.0871,na,-23.486782,6.474488,80.50114579,5.930122588,145933.51,141466.24,0.007676843,0.000541818,4.44E-05,4.44E-05,na,na
JVASP-36291,IrN,187,P-6m2,hexagonal,2D,0.0005,0.0154,17.34424807,17.41058943,2845.234566,2872.481771,6209138.233,6228882.667,0.016541824,0.016710279,4.66E-07,4.66E-07,na,na
JVASP-36292,LuAs,221,Pm-3m,cubic,3D,0.0063,na,7.4841958,9.6408449,203.431386,340.0803225,3631848.1,3658906.5,0.001902733,0.003185132,8.21E-07,8.21E-07,na,na
JVASP-36293,HoSb,221,Pm-3m,cubic,3D,0.0025,0.0075,10.078535,12.280859,339.9424885,508.3185966,3346652.6,3370377.2,0.003299282,0.004942922,9.31E-07,9.31E-07,na,na
JVASP-36294,InAg,221,Pm-3m,cubic,3D,0.0058,na,-2.6115859,-2.5950577,116.7606721,115.0465324,17119377,17083604,0.000278427,0.000274844,1.66E-07,1.66E-07,na,na
JVASP-36295,FeN,221,Pm-3m,cubic,3D,0.0038,na,8.2497649,8.1263786,1043.355537,1013.295642,15330248,15344123,0.002965037,0.00287572,1.81E-07,1.81E-07,na,na
JVASP-36296,KCuO,216,F-43m,cubic,3D,0.2616,na,-76.522622,-20.551463,469.4913047,25.87639,80176.643,61265.813,0.09272955,0.004343614,0.00011614,0.00011614,na,na
JVASP-36297,KAgO,216,F-43m,cubic,3D,0.6967,na,-69.801288,33.008469,422.1080517,40.32810971,86635.675,37013.24,0.1093674,0.008436523,0.000171077,0.000171077,na,na
JVASP-36299,FeH,225,Fm-3m,cubic,3D,0.0022,0.0004,-5.3214081,-5.3023747,195.9590905,194.41526,6920098.6,6914957.6,0.001141475,0.001133878,4.09E-07,4.09E-07,na,na
JVASP-36300,CoN,225,Fm-3m,cubic,3D,0.002,na,-7.7143545,-7.6750178,385.8804473,381.7812905,6484158,6481206.5,0.00234373,0.002321795,4.41E-07,4.41E-07,na,na
JVASP-36301,CrTe,225,Fm-3m,cubic,3D,0.0691,0.0245,-5.0390521,-5.0062068,124.6402632,122.5468189,4908634.1,4889725.4,0.001024488,0.001010863,5.80E-07,5.80E-07,na,na
JVASP-36303,MgSnAs2,122,I-42d,tetragonal,3D,0.6578,1.4345,-62.92595967,266.75177,509.7137572,2374.0336,126052.2333,33395.95533,0.091580422,0.968318119,0.082409828,0.082409828,na,na
JVASP-36304,MgSnP2,122,I-42d,tetragonal,3D,1.1499,2.2159,-122.12124,295.1241733,1275.593741,2695.228871,85046.705,30949.238,0.278216868,1.1611571,0.145855102,0.145855102,na,na
JVASP-36305,BeSnAs2,122,I-42d,tetragonal,3D,0.6732,1.2608,-215.0743967,217.9287333,3237.824405,2956.742486,73818.71867,62315.171,0.912798336,1.00489941,0.502378736,0.502378736,na,na
JVASP-36306,BeSiP2,122,I-42d,tetragonal,3D,1.3246,na,-206.9446433,264.2855933,2638.438155,3606.242143,61646.18133,51596.31067,0.930170341,1.365998676,0.49106329,0.49106329,na,na
JVASP-36307,BeSnP2,122,I-42d,tetragonal,3D,0.8997,na,-154.4547567,214.3550167,1753.533503,2363.539973,65873.57533,51960.77867,0.532819979,0.849879734,0.335828375,0.335828375,na,na
JVASP-36308,BeSiAs2,122,I-42d,tetragonal,3D,1.1926,na,-224.1025567,224.2571667,3050.899214,2805.84704,60411.321,55940.28267,1.067851268,0.978417263,0.443816303,0.443816303,na,na
JVASP-36309,BeGeAs2,122,I-42d,tetragonal,3D,0.6768,1.3462,-181.33626,225.6920867,2157.08799,3172.739992,67512.52633,62270.852,0.63019429,1.08980614,0.414908246,0.414908246,na,na
JVASP-36311,MgO,221,Pm-3m,cubic,3D,2.9944,na,-87.511687,367.97246,595.7184481,3232.479873,77787.343,23872.901,0.177038771,1.503658428,0.306688716,0.306688716,na,na
JVASP-36312,MnN,221,Pm-3m,cubic,3D,0.0004,na,3.9753802,4.0964388,124.0141253,131.7646938,7847183.6,7852105.3,0.000600956,0.000638588,3.64E-07,3.64E-07,na,na
JVASP-36313,MgO,187,P-6m2,hexagonal,2D,3.6469,5.678,-89.084695,466.3741533,580.3757505,4318.158444,73146.22067,21996.8432,0.179328511,1.763746332,0.362014928,0.362014928,na,na
JVASP-36314,MnN,216,F-43m,cubic,3D,0.0265,0.0215,-101.96374,-84.879532,3103.392198,2085.506099,298500.56,289471.3,0.108326707,0.071532835,4.06E-05,4.06E-05,na,na
JVASP-36315,MnAs,216,F-43m,cubic,3D,0.0118,na,0.65507985,0.44928746,2.256073612,1.061460629,5257324.5,5258420.3,1.79E-05,8.43E-06,5.28E-07,5.28E-07,na,na
JVASP-36316,HoBiPd,216,F-43m,cubic,3D,0.0111,na,-182.94996,128.2482,2708.77825,1870.937454,80929.865,113751.39,0.433864746,0.356269178,0.00022604,0.00022604,na,na
JVASP-36317,MnCo,221,Pm-3m,cubic,3D,0.0004,na,2.0005064,1.9864741,22.68782955,22.37593516,5669086.2,5670422,0.000162988,0.000160579,4.98E-07,4.98E-07,na,na
JVASP-36319,MnP,216,F-43m,cubic,3D,0.0161,na,-10.159404,-10.356624,484.3478373,502.325994,4692679.6,4683270.4,0.004414805,0.004584197,5.89E-07,5.89E-07,na,na
JVASP-36320,MnSn,221,Pm-3m,cubic,3D,0.0192,0.0153,9.3054865,9.194811,372.829366,364.3304388,4305582.8,4309330.9,0.003713424,0.003623009,6.46E-07,6.46E-07,na,na
JVASP-36321,MnSb,221,Pm-3m,cubic,3D,0.0083,0.0706,-23.115347,-23.075669,1834.52194,1812.823238,3433381.6,3404449.2,0.020909627,0.020696496,8.71E-07,8.71E-07,na,na
JVASP-36322,MnSb,216,F-43m,cubic,3D,0.054,0.026,4.8222211,4.8980101,97.35109521,100.7855975,4186456.7,4201062.3,0.000936764,0.000967496,6.83E-07,6.83E-07,na,na
JVASP-36323,MnSb,225,Fm-3m,cubic,3D,0.0101,0.0265,5.6297642,5.6483656,237.7915178,240.1527917,7502671.8,7527348.8,0.001290934,0.001299715,3.81E-07,3.81E-07,na,na
JVASP-36324,MoC,216,F-43m,cubic,3D,0.0015,0.0041,-15.081519,-14.810342,957.6398787,919.6382869,4210290.4,4192633.2,0.008623086,0.008302653,6.83E-07,6.83E-07,na,na
JVASP-36325,HfN2,187,P-6m2,hexagonal,3D,0.005,0.7576,-18.8673295,-16.67263863,1270.898238,1097.565094,1050035.97,1028651.63,0.022322715,0.019099321,3.70E-06,3.70E-06,na,na
JVASP-36326,NaH,221,Pm-3m,cubic,3D,1.7749,4.5682,-217.91403,161.24733,2801.696064,966.3424334,58999.813,37166.014,0.999061259,0.402069302,0.466349741,0.466349741,na,na
JVASP-36327,NaN,225,Fm-3m,cubic,3D,0.0404,0.0072,-18.669469,-19.726014,622.968171,685.9013945,1787318.4,1762718.7,0.014865762,0.016584718,1.56E-06,1.56E-06,na,na
JVASP-36328,MnTe,216,F-43m,cubic,3D,0.0151,0.0204,30.742802,34.302027,385.0938375,493.6371535,407455.02,419535.07,0.027163914,0.034422022,8.13E-06,8.13E-06,na,na
JVASP-36329,NaAs,123,P4/mmm,tetragonal,3D,0.0032,na,3.905724273,3.86642552,91.36494392,92.2904101,12473389.4,12471195.17,0.002157134,0.002142797,6.86E-07,6.86E-07,na,na
JVASP-36330,NdAs,123,P4/mmm,tetragonal,3D,0.0015,na,6.965117533,8.302136067,2407.330963,2313.590363,2541949.9,2608582.3,0.020955298,0.019434301,1.63E-06,1.63E-06,na,na
JVASP-36331,NdN,221,Pm-3m,cubic,3D,0.0167,na,0.067520701,3.0032945,0.007346484,14.53072863,1611408.6,1610985.2,1.42E-07,0.000278582,1.85E-06,1.85E-06,na,na
JVASP-36333,NbC,216,F-43m,cubic,3D,0.0015,na,-0.86356848,-0.98051558,4.282852841,5.519274058,5743010.2,5740807.2,3.08E-05,3.97E-05,4.89E-07,4.89E-07,na,na
JVASP-36334,NbC,221,Pm-3m,cubic,3D,0.0064,na,1.431753,1.6714416,19.03268486,25.94123122,9284614,9285561.5,8.04E-05,0.000109309,3.13E-07,3.13E-07,na,na
JVASP-36335,NbN,221,Pm-3m,cubic,3D,0.0204,na,-2.4292932,-2.4418103,60.82211404,61.3388624,10306273,10287548,0.000240319,0.000242938,2.75E-07,2.75E-07,na,na
JVASP-36336,NiN,221,Pm-3m,cubic,3D,0.0059,0.0089,-6.8438648,-7.0033124,558.9111404,584.7905882,11932733,11923215,0.002068621,0.002167213,2.32E-07,2.32E-07,na,na
JVASP-36337,CrN,221,Pm-3m,cubic,3D,0.002,na,-3.4104222,-3.4601831,135.1213119,139.0230539,11617363,11611509,0.000483014,0.000497535,2.43E-07,2.43E-07,na,na
JVASP-36338,NiN,225,Fm-3m,cubic,3D,0.0051,na,-5.1226256,-5.1819091,388.8143786,397.5913159,14816891,14806667,0.001099783,0.001126287,1.90E-07,1.90E-07,na,na
JVASP-36339,RbTe,225,Fm-3m,cubic,3D,0.0778,0.0577,22.699877,21.691867,286.0542692,262.7417775,555138.6,558386.96,0.022838505,0.020811777,4.69E-06,4.69E-06,na,na
JVASP-36340,RbTe,216,F-43m,cubic,3D,2.6717,4.4209,99.562482,95.379056,1028.408352,973.3818452,103746.67,106998.38,0.407267025,0.38043313,2.84E-05,2.84E-05,na,na
JVASP-36341,NpN,221,Pm-3m,cubic,3D,0.0052,0.0018,6.1192978,6.1577238,105.0123319,106.4583189,2804381.7,2807625.6,0.001462933,0.001483441,1.01E-06,1.01E-06,na,na
JVASP-36342,NpN,216,F-43m,cubic,3D,0.0166,0.0195,-66.715267,-66.573355,1376.062655,1357.820944,309163.17,306366.74,0.139631272,0.137770464,1.37E-05,1.37E-05,na,na
JVASP-36343,OsN,225,Fm-3m,cubic,3D,0.0005,na,9.0336061,8.9718169,721.597166,712.3971235,8842448.1,8850368.5,0.003396798,0.003350286,3.14E-07,3.14E-07,na,na
JVASP-36344,OsN,216,F-43m,cubic,3D,0.0289,0.0051,-4.1153399,-4.164507,107.1034621,109.5940711,6324003.3,6319167.5,0.000699599,0.000717019,4.46E-07,4.46E-07,na,na
JVASP-36346,PdC,225,Fm-3m,cubic,3D,0.0301,0.0329,3.5493069,3.3567693,146.4362668,131.1166325,11624159,11636297,0.000533122,0.000477423,2.39E-07,2.39E-07,na,na
JVASP-36347,OsC,221,Pm-3m,cubic,3D,0.0023,na,-8.3894973,-8.5189322,1606.713447,1653.010661,22827931,22777462,0.002958425,0.003049484,1.23E-07,1.23E-07,na,na
JVASP-36348,PdC,216,F-43m,cubic,3D,0.0135,na,-2.4618357,-2.4843818,90.94226476,92.53157734,15005402,14991783,0.000248051,0.000252632,1.88E-07,1.88E-07,na,na
JVASP-36349,OsC,225,Fm-3m,cubic,3D,0.0037,na,11.165776,11.321778,669.3008418,689.9827858,5368383.7,5382809.2,0.004815887,0.004953077,5.28E-07,5.28E-07,na,na
JVASP-36350,OsC,216,F-43m,cubic,3D,0.0044,0.3402,-226.20739,-38.189839,5364.884672,123.5795817,104844.78,84732.704,0.413811646,0.0086952,0.000349483,0.000349483,na,na
JVASP-36352,DyBiPd,216,F-43m,cubic,3D,0.032,0.0442,-189.65297,121.81861,2721.155976,1261.727039,75654.391,85023.334,0.494555395,0.25968059,0.000219706,0.000219706,na,na
JVASP-36354,PaN,225,Fm-3m,cubic,3D,0.0131,na,6.1314963,6.3321614,165.1143166,176.4712176,4391893.4,4401188.1,0.001468447,0.001563465,6.47E-07,6.47E-07,na,na
JVASP-36356,PdN,225,Fm-3m,cubic,3D,0.0063,na,-3.4507273,-3.5264382,188.6982972,196.9120784,15846987,15834334,0.00049641,0.000518693,1.79E-07,1.79E-07,na,na
JVASP-36357,PbS,187,P-6m2,hexagonal,3D,0.2587,0.6777,0.545886667,19.73974667,5.003548575,146.5426704,360849.8933,373775.2433,0.000361358,0.011528977,8.45E-06,8.45E-06,na,na
JVASP-36358,CrO2,225,Fm-3m,cubic,3D,0.6474,0.0149,-377.13844,318.09843,3416.300976,3911.144023,24018.978,38652.782,1.6534446,1.493125161,1.494770987,1.494770987,na,na
JVASP-36359,NiC,225,Fm-3m,cubic,3D,0.0005,na,-16.036816,-15.97209,3381.035844,3344.542533,13146601,13110318,0.010237995,0.010151008,2.16E-07,2.16E-07,na,na
JVASP-36360,PrAs,123,P4/mmm,tetragonal,3D,0.0019,na,5.602429733,6.491926933,1828.418046,1689.359288,2615490.267,2676294.6,0.015580579,0.013899527,1.62E-06,1.62E-06,na,na
