JID,Composition,Spg.numb.,Spg.symb.,Cryst.,Dimensionality,OPT SCF gap, MBJ gap,n-Seebeck,p-Seebeck,n-powerfact,p-powerfact,n-cond,p-cond,n-ZT,p-ZT,Avg.elec.mass,Avg.hole mass,n-mp-Seeb,p-mp-Seeb
JVASP-11946,CoNi,221,Pm-3m,cubic,3D,0.0014,na,0.96188757,1.2227618,4.700324261,7.596687051,5080181.1,5080898.4,3.21E-05,5.19E-05,6.02E-07,6.02E-07,na,na
JVASP-11947,Co3Ni,221,Pm-3m,cubic,3D,0.002,na,-10.482988,-10.485942,806.7196007,806.0527088,7340952.8,7330752.2,0.004465057,0.004464375,3.85E-07,3.85E-07,na,na
JVASP-11948,NbCo,221,Pm-3m,cubic,3D,0.006,na,6.9342281,7.3225674,228.848702,255.5678857,4759400,4766279.7,0.001691403,0.001890448,6.20E-07,6.20E-07,na,na
JVASP-11949,MgNi,221,Pm-3m,cubic,3D,0.0098,na,-33.241584,-33.659304,7516.497514,7626.886106,6802242.3,6731889.8,0.046989978,0.04804236,4.16E-07,4.16E-07,na,na
JVASP-11950,Al3Ni2,164,P-3m1,trigonal,3D,0.0142,na,0.833245087,0.807616977,4.31775331,4.464905473,5916231.033,5917223.3,2.83E-05,2.80E-05,4.95E-07,4.95E-07,1.443050267,1.353046533
JVASP-11953,NbNi3,139,I4/mmm,tetragonal,3D,0.0006,na,2.006512653,1.833511433,205.4282182,203.1611864,3450503.333,3450054.967,0.003645851,0.003553748,9.15E-07,9.15E-07,na,na
JVASP-11954,Mg13Al14,229,Im-3m,cubic,3D,0.0042,na,3.981945867,3.7005726,74.93480126,64.84009273,4725990.633,4734845.033,0.000653523,0.000562821,5.86E-07,5.86E-07,17.640398,17.762641
JVASP-11955,NbNi3,59,Pmmn,orthorhombic,3D,0.0053,na,1.321524267,1.290184,774.8556367,763.0625631,2246799.967,2246857.667,0.012462749,0.012311992,1.33E-06,1.33E-06,2.534521667,2.515014333
JVASP-11956,AlNi,221,Pm-3m,cubic,3D,0.0123,na,-3.9860994,-4.090311,173.8669242,182.7709097,10942605,10924320,0.000656798,0.000691664,2.57E-07,2.57E-07,na,na
JVASP-11958,Al9Co2,14,P2_1/c,monoclinic,3D,0.0026,na,-8.47252437,-8.33080938,247.866275,274.2867305,1717150.347,1707805.707,0.006272151,0.006760574,1.98E-06,1.98E-06,-6.394497067,-6.0888062
JVASP-11959,Al3Ni5,65,Cmmm,orthorhombic,3D,0.0014,na,-35.34709233,-35.647003,3876.649064,3890.308142,2997138,2965587.6,0.058222395,0.058971725,9.46E-07,9.46E-07,na,na
JVASP-11963,NbAl3,139,I4/mmm,tetragonal,3D,0.0678,na,15.707772,26.07729105,500.9843237,634.7004388,406058.06,414041.28,0.033244707,0.044659056,7.90E-06,7.90E-06,11.61910833,18.903312
JVASP-11964,Nb2Al,136,P4_2/mnm,tetragonal,3D,0.01,na,-6.09011964,-6.1860773,60.94088968,58.52516229,450865.4267,449888.76,0.003839177,0.003670655,6.18E-06,6.18E-06,3.684509733,3.634872767
JVASP-11965,Al5Co2,194,P6_3/mmc,hexagonal,3D,0.0022,na,-5.643721963,-6.242194703,53.21766394,74.73111289,957936.1533,953474.79,0.003917519,0.005594284,3.30E-06,3.30E-06,-5.65066282,-6.063529933
JVASP-11966,Mg2Ni,180,P6_222,hexagonal,3D,0.0044,na,-21.878825,-22.01940733,1578.854996,1597.577796,2788095.7,2753835.833,0.020414952,0.020703116,1.08E-06,1.08E-06,-20.75967533,-20.550161
JVASP-11967,Mg17Al12,217,I-43m,cubic,3D,0.0078,na,3.090882567,2.4268499,27.43775944,16.93594066,2871994.7,2875567,0.000399166,0.00024464,9.62E-07,9.62E-07,7.2818914,7.193149
JVASP-11969,MgNi2,194,P6_3/mmc,hexagonal,3D,0.0056,na,-15.518112,-15.43938933,341.7573682,343.3694629,2012307.813,2007905.537,0.009910826,0.009665873,2.54E-06,2.54E-06,-12.663274,-12.68870633
JVASP-11970,AlCo,221,Pm-3m,cubic,3D,0.0111,na,-17.667276,-17.170024,1199.078298,1125.478014,3841566.5,3817642.1,0.011474332,0.01084632,7.43E-07,7.43E-07,-18.238848,-17.647559
JVASP-11972,MgCo,227,Fd-3m,cubic,3D,0.0165,na,-40.119845,-41.601145,1593.227691,1690.108078,989827.13,976571.1933,0.081938306,0.087111341,2.72E-06,2.72E-06,-51.727757,-52.943678
JVASP-11974,NbCo3,186,P6_3mc,hexagonal,3D,0.0007,na,-6.680162033,-6.7603184,35.59280024,37.35077571,219030.24,218703.8,0.004768002,0.00501004,1.61E-05,1.61E-05,na,na
JVASP-11975,Al3Ni,62,Pnma,orthorhombic,3D,0.0003,na,7.468963433,7.9491208,257.9283277,288.8586412,4529512.833,4558073.3,0.00235465,0.002635268,6.50E-07,6.50E-07,na,na
JVASP-11978,NbCo2,227,Fd-3m,cubic,3D,0.0128,na,23.318939,23.202541,1588.388076,1577.214873,2921050.367,2929677.167,0.023075947,0.022916126,9.57E-07,9.57E-07,26.020248,25.786991
JVASP-11980,Nb6Co7,166,R-3m,trigonal,3D,0.0014,na,-4.427291967,-3.906099333,15.56376169,12.02048938,686015.2333,685856.3067,0.000748648,0.000579028,4.58E-06,4.58E-06,na,na
JVASP-11981,Nb3Al,223,Pm-3n,cubic,3D,0.0036,na,8.7471286,8.4036674,248.5350838,229.6281512,3248304.1,3251527.4,0.003498844,0.003222405,8.25E-07,8.25E-07,16.079899,15.789408
JVASP-11984,CoRe3,194,P6_3/mmc,hexagonal,3D,0.0197,na,10.66292077,10.53194987,557.1627187,542.4030595,5144327.233,5155209.167,0.004742661,0.004645985,5.74E-07,5.74E-07,na,na
JVASP-11987,Mg3Al,221,Pm-3m,cubic,3D,0.0129,na,0.49581165,0.61183624,3.131756236,4.771899549,12739562,12747379,9.89E-06,1.51E-05,2.21E-07,2.21E-07,na,na
JVASP-11988,Mg3Co,225,Fm-3m,cubic,3D,0.0028,na,-22.302323,-22.42098,2301.584632,2309.55031,4627290.3,4594288.3,0.020327308,0.020525039,6.13E-07,6.13E-07,na,na
JVASP-11991,NbNi3,221,Pm-3m,cubic,3D,0.0012,na,-37.706019,-37.8156,4364.600982,4375.364484,3069892.6,3059653.5,0.060557346,0.060776838,8.76E-07,8.76E-07,na,na
JVASP-11992,NbNi3,225,Fm-3m,cubic,3D,0.0031,na,7.6473308,7.3541081,250.7782364,232.2392236,4288151.2,4294133.6,0.002613657,0.002422926,6.25E-07,6.25E-07,na,na
JVASP-11993,Nb3Ni,139,I4/mmm,tetragonal,3D,0.0021,na,-17.864024,-17.957876,1539.405921,1554.879107,4595488.533,4578590.467,0.013767527,0.013955463,6.15E-07,6.15E-07,na,na
JVASP-11994,Nb3Ni,225,Fm-3m,cubic,3D,0.0046,na,-16.037995,-16.521034,1255.476275,1326.804872,4880995,4861078.2,0.011496642,0.012186083,5.54E-07,5.54E-07,na,na
JVASP-11995,Nb3Ni,221,Pm-3m,cubic,3D,0.0007,na,-18.794551,-18.803208,2539.501011,2534.100037,7189264.8,7167370.5,0.014254704,0.014239348,3.95E-07,3.95E-07,na,na
JVASP-11996,HfSiTe,129,P4/nmm,tetragonal,2D,0.0085,na,-13.96078813,-15.146867,242.2095647,302.0551497,2346794.4,2307690.343,0.0086667,0.009631261,3.62E-06,3.62E-06,-8.4739336,-9.238767667
JVASP-11997,As,64,Cmce,orthorhombic,2D,0.0221,0.6495,-111.200423,136.4390623,1253.729994,1389.216036,107227.4287,62910.233,0.208967513,0.335568271,0.000262371,0.000262371,-147.79361,156.7021713
JVASP-11998,NbNiTe2,53,Pmna,orthorhombic,2D,0.0073,na,12.3679403,15.39098957,282.9478569,407.3821596,434298.6667,441625.1833,0.009913056,0.015005273,1.05E-05,1.05E-05,18.01291653,19.91041227
JVASP-11999,TiBrO,59,Pmmn,orthorhombic,2D,0.0005,na,-14.31368933,-15.69550087,133.9039336,113.4273099,1488433.077,1487285.71,0.013358225,0.01204088,5.58E-05,5.58E-05,-12.7126661,-14.4781537
JVASP-12000,3-Feb,148,R-3,trigonal,2D,0.2363,0.5915,-42.234591,-42.52376567,107.141862,105.3965292,56747.714,55837.30433,0.035304355,0.034563812,5.61E-05,5.61E-05,-22.498849,-21.18609833
JVASP-12001,InBi,129,P4/nmm,tetragonal,2D,0.0244,na,22.75359933,27.37317,1273.079734,1910.383576,2547768.367,2634647.533,0.017734721,0.025263809,1.17E-06,1.17E-06,21.61775433,24.74599
JVASP-12002,CuHOF,14,P2_1/c,monoclinic,2D,0.0088,0.0083,-43.22812433,-11.3099284,186.8750107,205.6852794,40987.73967,40200.201,0.060994239,0.053739375,0.000281617,0.000281617,3.670083933,5.3464582
JVASP-12005,SbAsO3,14,P2_1/c,monoclinic,2D,3.3975,na,-251.7453367,382.8273267,1441.930183,712.3081933,24114.62733,5018.127433,0.704371523,0.415151494,0.962378752,0.962378752,-271.54028,392.6603367
JVASP-12010,MoO3,62,Pnma,orthorhombic,2D,1.9201,2.4642,-275.5648533,315.8075467,2018.215188,1746.719685,25388.12325,15740.79665,0.862856159,0.859948313,98.15598876,98.15598876,-318.1567133,357.0210167
JVASP-12013,CrGeTe3,148,R-3,trigonal,2D,0.0007,na,-267.2849433,289.71499,2183.023098,2118.69659,30839.60933,24803.65967,0.898684167,0.869575659,0.027677991,0.027677991,11.142658,11.13052033
JVASP-12014,ZrBrN,166,R-3m,trigonal,2D,1.4702,na,-259.2788967,191.0858733,2112.277758,798.5949221,33022.21703,22669.522,0.868959286,0.386933707,209.4448041,209.4448041,-246.6993633,235.13009
JVASP-12018,SrSbSe2F,129,P4/nmm,tetragonal,3D,0.0286,na,-167.3787433,93.50121433,4474.698658,1283.658279,130319.9859,142374.9554,0.484517055,0.182827152,0.014964419,0.014964419,-233.5588067,119.162576
JVASP-12022,VPO5,85,P4/n,tetragonal,2D,1.3438,na,-381.83965,288.73572,765.4159968,1244.644053,5153.1411,13607.6278,0.440604745,0.634673154,3.954300956,3.954300956,-387.86649,317.23454
JVASP-12023,AgI,129,P4/nmm,tetragonal,2D,1.26,2.7025,-70.70472833,260.6131533,444.4829226,1945.896479,89023.054,28581.575,0.121610746,0.851226929,0.234590794,0.234590794,-78.49295433,295.55301
JVASP-12025,CoI2,164,P-3m1,trigonal,2D,0.4837,na,42.33071167,41.782463,930.6806818,923.7017861,511947.08,514174.37,0.100210488,0.098926771,5.86E-06,5.86E-06,na,na
JVASP-12026,Nb(SeBr)2,12,C2/m,monoclinic,2D,0.8167,0.0025,-306.3533833,298.6204267,2632.985424,1014.350117,27156.476,10381.35037,1.08847842,0.546005167,2.760064642,2.760064642,-332.5642367,325.71537
JVASP-12027,ZrBrN,59,Pmmn,orthorhombic,2D,1.8722,2.2441,-147.5292767,191.1401867,1268.004201,1302.091647,47225.80996,28693.15787,0.452304674,0.549354764,420.2577552,420.2577552,na,na
JVASP-12028,InBr3,12,C2/m,monoclinic,2D,2.3104,3.7113,-193.07846,374.9073367,1391.831371,794.7407031,34816.243,5979.937267,0.542764303,0.446005097,0.33960173,0.33960173,na,na
JVASP-12029,MnSbSe2I,12,C2/m,monoclinic,2D,0.007,na,-281.11377,241.06768,1219.133712,1685.368891,16380.60947,28985.81967,0.575274611,0.733229208,1.325903401,1.325903401,na,na
JVASP-12031,YGaI,164,P-3m1,trigonal,2D,0.0034,na,-42.29966067,-45.98744733,1980.615502,1428.899187,266865.611,225967.5253,0.179630246,0.123923688,1.85E-05,1.85E-05,na,na
JVASP-12033,YI3,148,R-3,trigonal,2D,2.676,2.8863,-355.68868,304.6195967,1609.806339,1193.489168,12132.1594,13230.52833,0.857093688,0.62051801,5.465991649,5.465991649,na,na
JVASP-12034,NbCoTe2,14,P2_1/c,monoclinic,2D,0.0037,na,-6.4494602,-6.700579833,112.9968083,114.8267364,332848.33,331110.66,0.011755161,0.012085477,1.12E-05,1.12E-05,na,na
JVASP-12036,CuSe,129,P4/nmm,tetragonal,2D,0.0101,na,15.502369,15.14104733,1105.928868,1063.341007,4389281.533,4414171.733,0.010382722,0.009918006,6.44E-07,6.44E-07,na,na
JVASP-12037,MnSe,129,P4/nmm,tetragonal,2D,0.0016,na,-2.7471624,-2.322812,154.5631013,145.7437154,1503985.86,1511076.213,0.007710514,0.0069683,9.01E-06,9.01E-06,na,na
JVASP-12038,AlHO2,11,P2_1/m,monoclinic,2D,5.1685,6.9515,-133.8572133,353.0018333,867.5115927,1441.658902,48451.602,23215.07963,0.325213523,0.646725157,0.566532468,0.566532468,na,na
JVASP-12047,CoO2,164,P-3m1,trigonal,2D,0.0155,0.0211,12.9700414,12.95242217,457.0087355,471.2341001,1013352.173,1015939.367,0.012763495,0.013192424,3.62E-06,3.62E-06,na,na
JVASP-12048,BiBr3,14,P2_1/c,monoclinic,2D,2.6897,na,-188.70665,364.78713,991.1235475,769.1471455,29631.841,5811.237667,0.427478198,0.441757,1.268277078,1.268277078,na,na
JVASP-12049,YBrO,166,R-3m,trigonal,2D,3.6471,na,-297.96655,369.5767933,1706.810558,1525.923812,21444.7288,10827.24473,0.800891335,0.79606666,136.9711529,136.9711529,na,na
JVASP-12051,BiOF,166,R-3m,trigonal,2D,2.9829,4.4734,-249.3803,377.2925,3582.73253,1948.642385,57604.63267,13469.81167,1.316339886,1.041247138,0.418999396,0.418999396,na,na
JVASP-12052,Co2NiO6,64,Cmce,orthorhombic,2D,0.0036,na,21.71311233,22.819336,111.9580286,121.8505905,258198.36,259275.0833,0.012215342,0.013451853,1.78E-05,1.78E-05,na,na
JVASP-12054,Mn3CoO8,166,R-3m,trigonal,2D,0.3153,na,17.938953,19.021858,694.9483055,745.4736552,118647.5777,120601.714,0.144602176,0.150723919,3.62E-05,3.62E-05,na,na
JVASP-12055,MnCo3O8,166,R-3m,trigonal,2D,0.0029,na,12.681487,12.35172867,611.8188946,594.0120631,614724.2733,618570.9967,0.033406199,0.032216505,1.34E-05,1.34E-05,na,na
JVASP-12056,NiTeO4,10,P2/m,monoclinic,2D,0.037,na,-93.97874533,-55.44079367,402.2477786,263.7456184,48653.80867,32517.457,0.132122566,0.094506772,0.000259147,0.000259147,na,na
JVASP-12057,ZrTiTe4,10,P2/m,monoclinic,2D,0.0019,0.0047,-5.746263667,-2.981038667,439.8465681,309.9582168,1047339.493,1036196.877,0.014583337,0.011052656,3.16E-06,3.16E-06,8.400854333,10.83996987
JVASP-12059,CuHO2,31,Pmn2_1,orthorhombic,2D,0.0087,0.0117,-261.2367567,159.6485533,1524.555244,665.0201488,19246.47667,19192.667,0.43750378,0.187708129,0.006345545,0.006345545,na,na
JVASP-12060,CuBrO2,20,C222_1,orthorhombic,2D,0.0172,na,-287.2624567,311.7247733,986.8943867,1020.630703,11480.3413,12085.1838,0.48924067,0.510899172,0.249518823,0.249518823,na,na
JVASP-12061,CuClO2,20,C222_1,orthorhombic,2D,0.1302,na,-259.36201,442.7509967,981.6583921,916.8040239,14113.767,4454.988333,0.497301423,0.526894986,1.808816464,1.808816464,na,na
JVASP-12062,TlS,166,R-3m,trigonal,3D,0.005,na,-2.57377605,14.6086947,17.06459799,142.9161793,633659.5933,634815.2033,0.000520633,0.008319273,6.18E-06,6.18E-06,na,na
JVASP-12063,CoO2,194,P6_3/mmc,hexagonal,2D,0.0197,0.0048,-21.92997867,-22.320468,2696.913749,2612.535283,1460407.913,1469875.053,0.197693305,0.191072843,9.45E-06,9.45E-06,na,na
JVASP-12064,VO2,1,P1,triclinic,2D,0.0032,0.0026,70.356621,69.586628,1509.419034,1567.851531,449832.7157,458841.2407,0.091175505,0.094361208,0.000144431,0.000144431,na,na
JVASP-12065,TeO3,194,P6_3/mmc,hexagonal,2D,0.3612,na,-105.8641133,314.1581133,616.4458995,1321.055878,56073.958,14230.76103,0.215503877,0.618807829,0.020203233,0.020203233,na,na
JVASP-12066,BiO2,194,P6_3/mmc,hexagonal,2D,0.0082,na,33.92583733,43.384507,789.2694564,1101.551088,280055.88,286900.5833,0.082261811,0.11930826,1.41E-05,1.41E-05,na,na
JVASP-12068,Ho2C,166,R-3m,trigonal,2D,0.0013,na,0.7496141,1.0377788,83.19739831,76.07032407,1519155.16,1518778.59,0.002917589,0.002760882,2.20E-06,2.20E-06,2.9356952,3.186144233
JVASP-12069,Zr2Te2P,166,R-3m,trigonal,2D,0.0273,na,6.436350327,5.887120923,226.7973595,184.5835486,2452855.92,2470606.237,0.00303154,0.002437066,1.66E-06,1.66E-06,na,na
JVASP-12070,CuTe,59,Pmmn,orthorhombic,2D,0.0005,na,7.5940409,7.485655933,346.6435962,333.9209798,5236135.153,5227281.333,0.006555582,0.006403488,2.63E-06,2.63E-06,10.71330473,10.33013397
JVASP-12071,TeO2,61,Pbca,orthorhombic,2D,2.1846,na,-118.3905317,303.6427333,803.7526841,1325.815675,60936.16933,12160.86503,0.265565923,0.669610898,0.534957954,0.534957954,-136.3281867,276.08745
JVASP-12073,AgF2,61,Pbca,orthorhombic,2D,0.0079,na,-11.7666562,-10.0113035,1567.392168,1509.44841,592647.9367,584717.0567,0.058067275,0.055290186,9.59E-06,9.59E-06,-1.786973,-0.808952
JVASP-12074,TiClO,59,Pmmn,orthorhombic,2D,0.0166,0.0398,-4.344646,-6.152124,506.4658191,493.1352886,1706486.015,1703124.713,0.014186905,0.013509082,9.73E-05,9.73E-05,-24.35731933,-24.909165
JVASP-12076,In(IO3)3,148,R-3,trigonal,2D,2.9929,na,-200.1732,418.4334167,1048.978508,438.5675078,26183.51567,2513.278467,0.503746227,0.260778207,1.186834801,1.186834801,-213.60829,428.40812
JVASP-12077,LuHCl,166,R-3m,trigonal,2D,0.0008,na,-41.07191033,-45.086215,768.8455744,633.9174343,593358.677,560461.313,0.041496768,0.044321697,2.99E-05,2.99E-05,-43.561279,-47.744712
JVASP-12079,Te4O9,148,R-3,trigonal,2D,2.1793,na,-226.97533,384.1129567,995.900429,812.891069,19970.83167,5529.923967,0.502167772,0.47575788,1.539119744,1.539119744,-243.9019767,393.5449467
JVASP-12082,AlPd5I2,139,I4/mmm,tetragonal,2D,0.0019,na,-3.098378367,-1.491618133,42.95751005,29.20436611,841540.1033,840434.5433,0.002917129,0.001764196,4.91E-06,4.91E-06,na,na
JVASP-12083,NiI2,166,R-3m,trigonal,2D,0.0019,na,-36.64725867,9.698551,223.7079222,95.22287564,148742.0167,144830.9367,0.023084682,0.00754195,5.00E-05,5.00E-05,-3.723089633,-4.339425167
JVASP-12085,ThI2,194,P6_3/mmc,hexagonal,2D,0.015,na,-19.03309267,-16.66206567,109.4436764,97.47224749,899938.5547,884302.835,0.005887122,0.004570678,7.44E-05,7.44E-05,-69.35609867,-75.28397433
JVASP-12086,ThI4,14,P2_1/c,monoclinic,2D,1.9796,na,-293.4906167,318.90854,713.6871113,702.7184325,6992.403567,6917.153467,0.402371654,0.407819718,4.072191444,4.072191444,-308.46203,314.0054333
JVASP-12089,HgBrO3,15,C2/c,monoclinic,1D,3.0148,na,-378.3494067,342.5221,883.335299,494.7541107,6488.824133,4902.6961,0.509325129,0.284583069,6.755678131,6.755678131,-382.26394,409.7609333
JVASP-12090,NbCrSe5,11,P2_1/m,monoclinic,2D,0.0035,na,-6.905691633,-9.240234433,164.763278,195.1393669,344911.2367,338272.7333,0.010659392,0.013905085,1.70E-05,1.70E-05,na,na
JVASP-12091,Au2Se2O7,32,Pba2,orthorhombic,2D,1.2669,na,-191.4221267,415.8520833,1030.123517,44.34805404,26741.06003,256.597169,0.429233707,0.02660351,1.110864861,1.110864861,na,na
JVASP-12093,Ta2NiS5,63,Cmcm,orthorhombic,2D,0.0166,na,-48.82804133,-8.785200333,549.4390925,145.0560589,128149.4295,119984.8619,0.0350653,0.019071217,0.000510776,0.000510776,-12.707245,-8.372244333
JVASP-12097,CeSiI,164,P-3m1,trigonal,2D,0.0027,na,22.14711167,21.73176167,1019.655674,978.7396989,614579.101,620808.451,0.052803044,0.050142831,6.45E-05,6.45E-05,25.69646167,25.67649567
JVASP-12099,Sc(IO3)3,148,R-3,trigonal,2D,3.772,na,-369.43149,434.2897233,910.1800954,238.4642116,6797.7671,1269.079067,0.520850044,0.141747806,3.566741224,3.566741224,-409.0572867,426.46025
JVASP-12101,ZrGeTe,129,P4/nmm,tetragonal,2D,0.0149,na,-36.716166,-18.18231985,824.2874487,287.8378752,870048.64,840514.78,0.047630274,0.025793151,5.46E-06,5.46E-06,-9.549728333,18.87801733
JVASP-12102,Ni2SbTe2,194,P6_3/mmc,hexagonal,2D,0.0072,na,8.17230628,8.054063067,356.5011111,355.1750445,2909916.233,2926383.933,0.004306372,0.004276899,1.01E-06,1.01E-06,6.161302033,6.254597067
JVASP-12103,AuBr,138,P4_2/ncm,tetragonal,2D,1.5044,na,-151.34826,299.8753667,1029.062181,3598.831806,46476.651,34924.88417,0.357233084,1.441601101,0.516551216,0.516551216,-148.92608,278.71806
JVASP-12104,FeS,129,P4/nmm,tetragonal,2D,0.0059,na,-2.9523862,-3.168114667,19.54896663,19.65420616,1873669.583,1875147.46,0.001970308,0.002101727,6.56E-06,6.56E-06,-4.3590544,-4.362689333
JVASP-12106,VCuO4,74,Imma,orthorhombic,2D,0.0077,0.0119,8.3019488,68.413323,32.97880744,309.2763346,58265.752,62014.845,0.004690947,0.04280844,0.001333716,0.001333716,-230.3892933,235.7012167
JVASP-12110,HfNCl,166,R-3m,trigonal,2D,2.2124,na,-273.76413,218.6445633,2109.882515,864.3125677,28156.62633,18256.888,0.912920989,0.42986875,117.4252211,117.4252211,-257.65424,252.1122467
JVASP-12111,CrPS4,12,C2/m,monoclinic,2D,0.067,na,-195.2507733,289.02291,1069.881813,813.5195277,22706.3005,10636.11693,0.476100059,0.44970823,2.31804699,2.31804699,-224.80475,271.2901967
JVASP-12112,ScBrO,59,Pmmn,orthorhombic,2D,3.2224,3.6468,-327.1026167,401.2509933,1062.854497,2147.919718,15348.74528,14578.26283,0.512970349,1.038032125,455.1633377,455.1633377,-368.5301533,413.9967367
JVASP-12113,FeClO,59,Pmmn,orthorhombic,2D,0.0034,0.0026,26.3823045,25.88851127,177.6321503,168.2226301,785781.3743,788318.2803,0.026330915,0.025435904,1.59E-05,1.59E-05,14.80711333,14.819373
JVASP-12116,Cu(IO3)2,11,P2_1/m,monoclinic,2D,0.0045,na,-330.22362,357.1328667,184.9654169,386.1080924,1688.9772,3555.541517,0.109737098,0.224870931,3.138814153,3.138814153,-323.43309,354.6263633
JVASP-12118,LiNi(PS3)2,5,C2,monoclinic,2D,0.0084,na,30.35510797,29.56672,219.3460561,206.3917597,148924.1167,153132,0.042023359,0.039913493,2.12E-05,2.12E-05,na,na
JVASP-12119,CrAg(PS3)2,13,P2/c,monoclinic,2D,0.8123,0.0036,-269.68057,321.8144867,990.7631519,686.9965501,10732.73723,6536.640767,0.508487027,0.394794448,4.622683028,4.622683028,-261.1752333,362.5937733
JVASP-12122,ScIO,2,P-1,triclinic,2D,1.9459,na,-355.4574867,263.08073,912.2250157,2785.973483,6954.386063,30777.70987,0.51293036,1.003109419,50.20257592,50.20257592,-332.1276767,258.47005
JVASP-12124,ZnCu3H6(ClO3)2,164,P-3m1,trigonal,2D,0.0866,0.0245,-135.5885097,89.40105133,75.02958204,368.3311746,8663.954327,12312.51323,0.027972406,0.135040508,0.02299895,0.02299895,na,na
JVASP-12126,NbS3,2,P-1,triclinic,2D,0.0776,na,-154.668648,202.524507,1938.011038,1057.339208,33715.8797,11241.1169,0.636487807,0.505634642,0.027844132,0.027844132,-179.8894417,243.530617
JVASP-12127,VOF3,14,P2_1/c,monoclinic,3D,3.1375,3.4649,-440.14807,485.3445067,20.84112354,74.47866391,110.3103827,329.15215,0.012502066,0.044595534,273.971572,273.971572,-428.6704733,500.7915867
JVASP-12128,Sr2FeBrO3,129,P4/nmm,tetragonal,3D,0.0004,na,-54.17473227,-55.65336113,3.325966052,5.810460094,632783.0715,634447.3226,0.001755423,0.001777757,0.004128574,0.004128574,na,na
JVASP-12129,ZnCl2,137,P4_2/nmc,tetragonal,2D,3.7582,6.0306,-97.26744533,405.83297,594.7025211,1366.405615,61498.18067,8038.1461,0.198950698,0.755502557,0.357533444,0.357533444,-119.4794633,455.1997733
JVASP-12130,TiCl3,162,P-31m,trigonal,2D,0.0063,0.0001,14.115879,11.89914,140.971345,125.33549,139264.103,140920.314,0.02981101,0.026686327,3.80E-05,3.80E-05,-23.44017423,-25.57183977
JVASP-12131,HfIN,166,R-3m,trigonal,2D,0.9902,na,-255.42022,240.2218333,2074.705821,1968.743771,28895.29127,29814.93737,0.89812235,0.814124342,4.451269831,4.451269831,-248.9250433,257.92887
JVASP-12132,MnSbSe2Br,62,Pnma,orthorhombic,2D,0.5926,na,-318.55171,198.12809,1031.839744,1128.667751,9936.2543,24361.05833,0.582758987,0.473983473,1.598778975,1.598778975,-262.78739,206.2285767
JVASP-12133,Te2Au,12,C2/m,monoclinic,3D,0.0012,na,-0.14336099,0.417751,66.71239721,87.66206909,10249338.7,10253499.73,0.000274263,0.000346525,2.84E-07,2.84E-07,na,na
JVASP-12134,HfGeTe4,36,Cmc2_1,orthorhombic,2D,0.0309,na,-199.0677733,185.8160433,1925.150737,1388.902063,46665.14167,38597.875,0.72386372,0.555218341,0.154892404,0.154892404,-197.54804,194.8842833
JVASP-12135,TbCl,166,R-3m,trigonal,2D,0.0185,na,2.975259667,1.880976467,60.61222074,45.69483157,246961.626,245764.391,0.013725025,0.009809081,1.78E-05,1.78E-05,73.1142045,73.48312183
JVASP-12136,ZrNCl,166,R-3m,trigonal,2D,1.7699,na,-260.9411933,201.1403833,2185.793718,819.2546732,32398.8819,19350.43067,0.905399327,0.399311015,385.84069,385.84069,-250.02421,227.9399333
JVASP-12138,CuBi(PSe3)2,163,P-31c,trigonal,2D,0.1617,na,-103.07913,326.30357,771.0407536,1120.812698,73024.84933,10523.2234,0.190373416,0.637051075,0.236431038,0.236431038,-98.709234,358.91266
JVASP-12139,ZrTiSe4,10,P2/m,monoclinic,2D,0.0042,na,23.9087841,56.59267267,547.2142977,870.4135282,229400.1967,250289.3167,0.077899803,0.112657685,2.03E-05,2.03E-05,-42.91672847,-24.48367033
JVASP-12141,Ba(BSe3)2,64,Cmce,orthorhombic,3D,1.6257,na,-287.9440667,192.2041167,1753.98247,1159.699456,20218.69633,28232.53833,0.835964086,0.486642517,1.664354527,1.664354527,na,na
JVASP-12142,FeI2,164,P-3m1,trigonal,2D,0.0038,0.0003,8.006076333,7.522740667,842.145126,818.3344694,228522.8947,233964.572,0.11620292,0.111459472,8.85E-05,8.85E-05,na,na
JVASP-12143,ZrI2,11,P2_1/m,monoclinic,2D,0.0219,na,-4.949528,150.3896817,1925.300404,823.6604504,27523.6621,30252.74567,0.516393934,0.345542611,0.002275515,0.002275515,na,na
JVASP-12144,Sb2TeSe2,166,R-3m,trigonal,2D,0.0429,na,-217.78047,221.6760467,3700.008206,3915.523651,84570.064,82174.91533,0.959395331,1.183909895,0.151798454,0.151798454,na,na
JVASP-12148,CoSe,129,P4/nmm,tetragonal,2D,0.0006,na,-25.9838378,-26.218042,2356.423403,2336.957264,2275253.713,2272259.48,0.096087417,0.096149953,1.67E-06,1.67E-06,na,na
JVASP-12149,NbFeTe2,53,Pmna,orthorhombic,2D,0.0011,na,-4.881812767,-6.0752709,6.065291569,12.56975319,459164.3233,457547.1167,0.000904064,0.001320728,1.24E-05,1.24E-05,na,na
JVASP-12150,ScHO2,9,Cc,monoclinic,2D,4.2603,5.3239,-470.60049,397.5452133,1045.960453,1635.799268,4795.2686,10594.9353,0.61184994,0.86411815,5.261114508,5.261114508,na,na
JVASP-12151,Ni(HO)2,166,R-3m,trigonal,2D,0.075,na,-189.8909067,378.9349733,1270.519621,1213.299311,35314.95667,8438.280493,0.467204324,0.647686139,0.6132427,0.6132427,na,na
